,Charity_Legal_Name,Address_Line_1,Town_City,State,Postcode,Country,Charity_Website,Advancing_Education,Promoting_or_protecting_human_rights,Advancing_social_or_public_welfare,Children,Families,Females,Financially_Disadvantaged,Males,People_at_risk_of_homelessness
7264,Rice Village Limited,L 2 12 Shelley St,Richmond,Victoria,3121,Australia,www.mercyhealth.com.au,,,Y,,,,,,
7265,St. Johns Southgate Bach Foundation Inc.,20 City Rd,Southbank,Victoria,3006,Australia,http://www.stjohnssouthgate.com.au/index.php/music/bach-foundation/,,,,,,,,,
7266,Bendigo Diocesan Trusts Corporation,PO Box 2,Bendigo,VIC,3552,,www.bendigoanglican.org.au,,,,,,,,,
7267,ALSO (Asia Pacific) Ltd,L 1 6 Park Lane,Caringbah,New South Wales,2229,Australia,www.amare.org.au,Y,,,,Y,Y,,,
7268,Murchison Community Care Inc,D P Jones Nursing Home,Murchison,Victoria,3610,Australia,,,,,,,,Y,,
7269,Schoolhouse Studios Inc,28 Victoria St,Coburg,Victoria,3058,Australia,www.schoolhousestudios.com.au,,,,,,,,,
7270,Triratna Buddhist Community (Melbourne) Inc,23 David St,Brunswick,Victoria,3056,Australia,www.melbournebuddhistcentre.org.au,,,,,Y,Y,Y,Y,
7271,Howard Florey Institute Pty Ltd,Kenneth Myer Building,Parkville,VIC,3052,AUSTRALIA,,,,,,,,,,
7272,Many Rivers Microfinance Ltd,Level 2,Sydney,NSW,2000,Australia,www.manyrivers.org.au,,,Y,Y,Y,Y,Y,Y,Y
7273,Kingdom Generation Ministries Ltd,Po Box 539,Golden Square,Victoria,3555,Australia,,,,,,Y,,Y,,Y
7274,The Global Foundation For Sustainable Communities Limited,U 76 28-32 Southgate Ave,Southbank,Victoria,3006,Australia,https://createcommunities.org,,,,,,,,,Y
7275,Sports Association of Catholic Co-Educational Secondary Schools (SACCSS) Incorporated,The Hangar,Melbourne Airport,Victoria,3045,Australia,www.saccss.com.au,Y,,,Y,,Y,,Y,
7276,Significance Leadership Institute Ltd,Unit 3,Hampton,Victoria,3188,Australia,http://www.significanceleadershipinstitute.org.au,Y,,,,,,,,
7277,Casey Cardinia Foundation Ltd,Cardinia Shire Office,Officer,Victoria,3809,Australia,cardiniafoundation.org,,,,,,,,,
7278,Association Of Relinquishing Mothers Vic Inc,Po Box 645,Balwyn,Victoria,3103,Australia,armsvic.org.au,,Y,Y,,Y,Y,Y,,
7279,The Trustee For Dunmunkle Health Services Foundation,Po Box 45,Rupanyup,Victoria,3388,Australia,www.wwhs.net.au,,,,,Y,,,,
7280,Scarf Community Organisation,450 Smith St,Collingwood,VIC,3065,Australia,www.scarfcommunity.org,,,Y,,,Y,Y,Y,Y
7281,The Trustee For Appel Bequest,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
7282,Crimcheck Limited,21 Longford Ct,Springvale,Victoria,3171,Australia,www.crimcheck.org.au,,,Y,,,,,,
7283,Starting Over Dog Rescue Ltd,2 Tira Ct,Mornington,Victoria,3931,Australia,http://www.startingoverdogrescue.org.au/,,,,,,,,,
7284,RECHARGE Scheme Australia Limited,,,,,Australia,www.rechargescheme.org.au,,,,,,,,,
7285,The Trustee For Ss Peter And Paul Eparchial Foundation,35 Canning St,North Melbourne,Victoria,3051,Australia,,,,,Y,Y,Y,Y,Y,Y
7286,The Congregational Christian Church in Samoa ‘Keriso Toe Tu’ (Risen Christ) Parish Incorporated,2 Daneson Rtt,Keilor Downs,Victoria,3038,Australia,,,,,,,,,,
7287,Jewish Prison Chaplaincy Victoria Incorporated,196 Normanby Rd,Southbank,Victoria,3006,Australia,,,,Y,,,,,,
7288,Australian Christian Churches Vic,25 Lobelia Dr,Altona North,Victoria,3025,Australia,www.accvic.com.au,,,,,,Y,,Y,
7289,Birregurra And District Pre School Centre Incorporated,95 Main St,Birregurra,Victoria,3242,Australia,https://www.birregurra.kindergarten.vic.gov.au/,Y,,,,,,,,
7290,The Westbourne Building Fund,300 Sayers Rd,Truganina,VIC,3029,AUSTRALIA,www.westbournegrammar.com,Y,,,,,,,,
7291,Latitude: Directions For Young People Incorporated,2 Somers Pde,Altona,Victoria,3018,Australia,http://www.latitude.asn.au/,,,,,,Y,Y,Y,Y
7292,Uca Ringwood,,,,,Australia,http://ringwood.unitingchurch.org.au/,,,,Y,Y,,,,
7293,THE TRUSTEE FOR EDITH MCTAGGART ESTATE,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
7294,HC Australia Property Trust,1-9 Solent Circuit,Norwest,NSW,2153,,www.hillsong.com,,,,,,,,,
7295,Central Victorian Gospel Radio Inc,137 Marong Rd,Golden Square,Victoria,3555,Australia,www.life1051.org.au,,,,,,,,,
7296,The Westerman Jilya Institute for Mental Health Indigenous Corporation,3 Fortescue Crescent,DAMPIER,WA ,6713,AUSTRALIA,https://www.thejilyainstitute.com.au,,,Y,,,,,,
7297,Gippsland Disability Advocacy Inc,6-8 Grey St,Traralgon,Victoria,3844,Australia,https://www.gdai.com.au,,Y,,Y,Y,Y,Y,Y,
7298,Western New Community Baptist Church,12 Larkspur Drv,St Albans,VIC,3021,Australia,www.wncbc.com.au,,,,Y,Y,,,,
7299,Evergreen Ensemble Inc,45 Villamanta St,Geelong West,Victoria,3218,Australia,www.evergreen-ensemble.com,,,,Y,Y,,Y,,
7300,Pangerang Community House Inc,38 Ovens St,Wangaratta,Victoria,3677,Australia,http://www.pangerang.org.au,,,,Y,Y,Y,Y,Y,Y
7301,The Trustee For Louisa Eleanor Lort Smith Estate,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
7302,Samarpan Meditation Australia Inc,4 Tableland Rd,Tarneit,Victoria,3029,Australia,https://www.facebook.com/samarpanaus/,,,,Y,Y,,,,
7303,Australian Tactical Medical association,Po Box 3540,Weston Creek,Australian Capital Territory,2611,Australia,http://www.atma.net.au,Y,,,,,,,,
7304,RSL State Wide Building Patriotic Fund,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,,,,,,,
7305,Trustee for ZFN Foundation,GREENBERG & CO,MALVERN,VIC,3144,Australia,,,,,,,,,,
7306,Traralgon Family Fellowship Inc,Po Box 1406,Traralgon,Victoria,3844,Australia,www.tffchurch.com,,,,Y,Y,Y,,Y,
7307,Mountain Of Mercy And Deliverance International Ministry Incorporated,26 Maddock Dr,Cranbourne East,Victoria,3977,Australia,,,,,,Y,Y,,Y,
7308,St Martin's Deepdene Theological Education Fund,209 Flinders Lane,Melbourne,VIC,3000,,www.melbourneanglican.org.au,,,,,,,,,
7309,Self Made Indigenous Corporation,11 Reddington Way,BRENTWOOD,WA ,6153,Australia,http://www.selfmadeic.com,Y,,Y,Y,,,,,
7310,Peninsula Christian Care,252 Frankston-flinders Rd,Frankston South,Victoria,3199,Australia,www.pencc.org,,,,,Y,,Y,,
7311,Plenty Historical Society Inc.,27 Howell Road,Plenty,VIC,3090,Australia,www.plentyhistoricalsociety.com,,,,,Y,,,,
7312,Girgarre Rsl Sub-Branch,11 Station St,Girgarre,Victoria,3624,Australia,,,,,,,,,,
7313,The Trustee For Helen Macpherson Smith Trust,Level 3,Victoria,,3000,,www.hmstrust.org.au,Y,Y,Y,,,,,,
7314,South Port Community Residential Home Inc.,18-30 Richardson St,Albert Park,Victoria,3206,Australia,www.caspacare.org.au,,,Y,,,,,,
7315,Maroondah Italian Senior Citizens Club,Po Box 2246,Ringwood North,Victoria,3134,Australia,,,,,,,,,,
7316,Sunbury Congregation of Jehovah's Witnesses,160 Reservoir Road,Sunbury,Victoria,3429,Australia,,,,,,,,,,
7317,Swan Hill Congregation of Jehovah's Witnesses,126 Curlewis St,Swan Hill,Victoria,3585,Australia,,,,,,,,,,
7318,Chun-Ying Ci-Yang Association Inc.,7 Wardale Rd,Springvale South,Victoria,3172,Australia,,,,,,Y,,,,
7319,Casey U3A Inc,Fiddlers Green Retirement Vill,Berwick,Victoria,3806,Australia,casey.u3anet.org.au,,,Y,,,,,,
7320,DARUL ILM MELTON,U 17 3 Austin Pl,Melton South,Victoria,3338,Australia,https://www.facebook.com/DarulilmMelton/,Y,,,Y,,,Y,,
7321,Stand Up Events Melbourne Inc,,,,,,https://www.wearestandupevents.com/,Y,,Y,,,,,,
7322,Xin Jin Shan Chinese Library Inc.,200 Sturt Street,Ballarat Central,Victoria,3350,Australia,,Y,,,,Y,,,,
7323,2 Pairs Each,43 Colstan Ct,Mount Eliza,Victoria,3930,Australia,www.2pairseach.com.au,,,Y,Y,Y,,Y,,Y
7324,BENDIGO PRE SCHOOL INC,Bendigo Pre School Centre,Bendigo,Victoria,3550,Australia,http://bendigopreschool.org.au,,,,,Y,,Y,,
7325,All Saints Rosebud With St Katherines Mccrae Anglican Churches,1153-1157 Point Nepean Rd,Rosebud,Victoria,3939,Australia,https://rosebudmccrae.melbourneanglican.org.au,,,,Y,Y,,,,
7326,The Trustee For W H Fernie Estate,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
7327,Balwyn Christian Assembly,101 Balwyn Rd,Balwyn,Victoria,3103,Australia,,,,,,Y,,Y,,
7328,The Australian Indian Community Charitable Trust,,,,,Australia,,,,Y,,Y,,,,
7329,Ararat Islamic Welfare Association Inc.,1 Birdwood Ave,Ararat,Victoria,3377,Australia,www.aiwa.org.au,Y,,Y,Y,Y,Y,,Y,
7330,Fort Lytton Historical Association Inc,160 South Street,Lytton,QLD,4178,Australia,www.fortlytton.org.au,Y,,,Y,Y,Y,,Y,
7331,St Thomas Primary School Sale,Guthridge Parade,SALE,VIC,3850,,www.sttsale.catholic.edu.au,Y,,,Y,,,,,
7332,Carers of Africa Inc,U 1 19 Station St,Dandenong,Victoria,3175,Australia,www.carersofafrica.org.au,,,,,,Y,,Y,
7333,Church Missionary Society - Australia Limited,L 5 51-53 Druitt St,Sydney,New South Wales,2000,Australia,,,,,,,,,,
7334,Revolution City Church Incorporated,28 Young St,Donvale,Victoria,3111,Australia,http://revolutioncitychurch.com,,,,Y,Y,,,,
7335,The Trustee For Hart Charitable Trust,,,,,,,,,Y,,,,Y,,
7336,Meadow Milburn Chabad Inc,1a Melby Ave,St Kilda East,Victoria,3183,Australia,,,,,,Y,Y,Y,Y,
7337,Estate Florris Jessie Wiseman,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
7338,Australian Student Veterans Association Pty Ltd,45 Keona Rd,Mcdowall,Queensland,4053,Australia,www.asva.com.au,,,,,Y,,,,
7339,Mornington Peninsula Foundation Limited,97 Spring St,Melbourne,Victoria,3000,Australia,www.mpf.org.au,,,Y,Y,Y,,Y,,Y
7340,FORTEM AUSTRALIA LIMITED,"Level 1, 5 Geelong Street, Fyshwick",Canberra,ACT,2609,Australia,https://fortemaustralia.org.au/,,,Y,,Y,Y,,Y,
7341,WELCOME TO COUNTRY LTD,L 1 16-18 Bulletin Pl,Sydney,New South Wales,2000,Australia,https://www.welcometocountry.com/,,,Y,,,,,,
7342,SUNNY DAYS RESCUE & REHAB LTD,110 Avalon Rd,Avalon,Victoria,3212,Australia,,,,,,,,,,
7343,POSSABILITY GROUP LTD,175 Collins St,Hobart,Tasmania,7000,Australia,www.possability.com.au,,,Y,,,,,,
7344,JIFUNZE INTERNATIONAL LTD,U 606 115 Swanston St,Melbourne,Victoria,3000,Australia,www.jifunzeinternational.com,Y,,Y,Y,Y,Y,Y,Y,
7345,BARNETT 541 LIMITED,L 2 141 Flinders Lane,Melbourne,Victoria,3000,Australia,https://barnett.foundation/,,,,,,,,,Y
7346,AMANI'S SHELTER LTD,4 Whitton Ct,Ocean Shores,New South Wales,2483,Australia,,,,,,,,Y,,
7347,CRAP FOUNDATION LIMITED,"Suite 816, 585 Little Collins Street",Melbourne,Victoria,3000,Australia,,,,,,,,,,
7348,LAUNCH COMMUNITY LIMITED,1075 Heidelberg-Kinglake road,Hurstbridge,Victoria,3099,Australia,launchcampus.org,Y,,,Y,Y,,,,
7349,Prepped Smart And Healthy Incorporated,Po Box 25111,Melbourne,Victoria,3004,Australia,https://www.prepped-smart-healthy.org/,,,,,,,,Y,
7350,Hansen Little Foundation,,,,,,,Y,,,,Y,,,,
7351,Jim Fuller Community House Group,Po Box 26,Mooroolbark,Victoria,3138,Australia,,,,,,,Y,Y,Y,Y
7352,Meredith Rsl Sub-Branch,279 Stirling Rd,She Oaks,Victoria,3331,Australia,,,,,,Y,,,,
7353,Uca - East Geelong Uniting Church,195 Ormond Road,East Geelong,VIC,3219,Australia,,,,,Y,,,,,Y
7354,Liberty For All Nations,25 Madison Pl,Officer,Victoria,3809,Australia,,,,Y,Y,Y,Y,Y,,Y
7355,Revival Centres International - East Gippsland,50 Yaldwyn St W,Kyneton,Victoria,3444,Australia,,,,,Y,Y,,,,
7356,Refugees Welcome Australia Inc.,8 Dutton St,Dutton Park,Queensland,4102,Australia,https://www.refugeeswelcome.org.au,,,Y,,,,,,Y
7357,Uca - The Avenue Church Blackburn,46 Blackburn Rd,Blackburn,Victoria,3130,Australia,www.avenueuniting.org,,,,,,,,,
7358,The Trustee For South Oakleigh Assembly Trust,964 Centre Rd,Oakleigh South,Victoria,3167,Australia,www.gospelhall.org.au,,,,Y,Y,Y,Y,Y,
7359,Uca - Bayswater Congregation,654 Mountain Hwy,Bayswater,Victoria,3153,Australia,,,,,,Y,Y,Y,Y,Y
7360,Fawkner Park Childrens Centre Co-operative Ltd,65-67 Toorak Rd W,South Yarra,Victoria,3141,Australia,www.fawknerpark.com,,,Y,,,,,,
7361,Australian Not For Profit Accountants Network Ltd,28/19-21 Central Rd,Miranda,New South Wales,2228,Australia,www.anfpan.org.au,,,,,,,,,
7362,Cohuna Neighbourhood House Incorporated,29 Market St,Cohuna,Victoria,3568,Australia,nhcohuna.org,Y,,Y,,Y,Y,Y,Y,Y
7363,Yappera Children's Service Co Operative,2b Watt St,Thornbury,Victoria,3071,Australia,www.yappera.com.au,,,,Y,Y,,,,
7364,Living and Learning at Ajani Inc,U 2 284 Thompsons Rd,Templestowe Lower,Victoria,3107,Australia,http://www.livelearnajani.org.au,,Y,Y,,Y,Y,Y,Y,Y
7365,The Trustee For Sunbury Gospel Trust No2,,,,,,,,,,,,,,,
7366,Whittlesea Ministries Inc,33 Campaspe Dr,Whittlesea,Victoria,3757,Australia,,,,,,Y,,Y,,
7367,Loch Alive Christian Centre Inc,91-101 National Park Rd,Loch Sport,Victoria,3851,Australia,,,,,Y,Y,,,,
7368,BORONIA  RSL SUB-BRANCH  PATRIOTIC FUND,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
7369,Manningham U3A Incorporated,U 2 520 Blackburn Rd,Doncaster East,Victoria,3109,Australia,https://u3amanningham.org.au/,Y,,,,,,,,
7370,Holy Trinity Lara With Christ Church Little River Anglican Churches,59 Flinders Ave,Lara,Victoria,3212,Australia,www.laralittleriveranglican.com,,,,Y,Y,Y,Y,Y,Y
7371,Mornington Peninsula Pet Rescue,,,,,,,,,,,Y,,,,
7372,Diamond Valley Learning Centre Inc,1 Diamond Creek Road,GREENSBOROUGH,VIC,3088,Australia,www.dvlc.org.au,,,,,Y,Y,Y,Y,Y
7373,Skin Health Institute Inc.,L 1 80 Drummond St,Carlton,Victoria,3053,Australia,skinhealthinstitute.org.au,,,,,,Y,,Y,
7374,Marine Care - Ricketts Point Inc.,Po Box 7356,Beaumaris,Victoria,3193,Australia,http://marinecare.org.au/,,,,Y,Y,,,,
7375,Australian Nutrition Foundation Inc.,Se 5 70 Maclaurin Cres,Chifley,Australian Capital Territory,2606,Australia,www.nutritionaustralia.org/,,,,Y,Y,Y,,Y,
7376,Kinglake Ranges Mens Shed Inc.,5 Oldfield St,Kinglake West,Victoria,3757,Australia,https://kinglake-ranges-mens-shed.business.site,,,,,,,Y,Y,Y
7377,Colac Otway Disability Accommodation Incorporated,U 6 58 Hesse St,Colac,,3250,Australia,www.coda.org.au,,,Y,Y,,Y,,Y,
7378,Australia and New Zealand Transplant and Cellular Therapies Limited,370 Victoria St,Darlinghurst,New South Wales,2010,Australia,https://www.anztct.org.au/,,,,,Y,Y,,Y,
7379,Sunshine Bendigo Inc,18 Vains St,Golden Square,Victoria,3555,Australia,www.sunshinebendigo.org.au,,,Y,,,,Y,,Y
7380,The Trustee For Florence Ernestine Isabel Smith Estate New Trust,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
7381,ALTONA RSL SUB-BRANCH PATRIOTIC FUND,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
7382,Sikh Sewaks Australia,27 Hutchinson Dr,Lynbrook,Victoria,3975,Australia,www.sikhsewaksaustralia.org,,,,,Y,,Y,,
7383,Wattle Park Chapel Incorporated,234 Elgar Rd,Box Hill South,Victoria,3128,Australia,wpchapel.com,,,,,Y,Y,Y,Y,
7384,The Trustee For Westpac Buckland Fund,Level 18,Sydney,NSW,2000,Australia,,,,,,,,Y,,
7385,WERRIBEE RSL SUB-BRANCH PATRIOTIC FUND,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
7386,St Barnabas Anglican Church Balwyn,86 Balwyn Rd,Balwyn,Victoria,3103,Australia,https://www.stbarnabas.org.au,,,,Y,Y,Y,,Y,
7387,OAC Ministries (Australia) Ltd,U 1 9-11 Highview Dr,Doncaster,Victoria,3108,Australia,www.oac.org.au,,,,Y,Y,,,,
7388,Ananda Marga Pracaraka Samgha Ltd,,,,,Australia,https://www.anandamarga.org.au/,,,,Y,,,,,
7389,The Council For Christian Education In Schools,603 Canterbury Rd,Surrey Hills,Victoria,3127,Australia,http://www.korusconnect.org.au,,,,Y,Y,,,,
7390,Mission Enterprises Limited,Po Box 316,Sunbury,Victoria,3429,Australia,,,,,Y,Y,,Y,,
7391,Mecwa,1287 Malvern Rd,Malvern,Victoria,3144,Australia,www.mecwacare.org.au,,,,Y,,Y,Y,Y,Y
7392,St Paul's Anglican Grammar School Limited,150 Bowen Street,Warragul,VIC,3820,Australia,http://www.stpaulsags.vic.edu.au,Y,,,Y,,,,,
7393,Interplast Australia & New Zealand,250-290 Spring St,East Melbourne,Victoria,3002,Australia,www.interplast.org.au,,,,,,Y,,Y,
7394,Lightpoint Church Inc.,4 Spire Street,Point Cook,Victoria,3030,Australia,www.lightpointchurch.com,,,,Y,Y,Y,Y,Y,Y
7395,Victoria Sangha Association Inc.,780 Woods Point Road,East Warburton,VIC,3799,Australia,https://www.facebook.com/buddhabodhivana/,,,,,,,,,
7396,Aruma Foundation Limited,"Level 3, 20-24 Wentworth Street",Parramatta,NSW,2150,AUSTRALIA,http://www.aruma.com.au,,,,,Y,Y,,Y,
7397,The Trustee For The Hyman Morris Trust,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
7398,CONGREGATIONAL CHRISTIAN CHURCH SAMOA CASEY PARISH INC. INCORPORATED,26 Geraldine Dr,Hampton Park,Victoria,3976,Australia,,,,,,Y,,,,
7399,Longbeach RSL Sub Branch Inc,4 Thames Promenade,Chelsea,VIC,3196,Australia,http://longbeachrsl.com.au,,,Y,,,,,,
7400,Uca - Echuca - Moama Parish,Po Box 956,Echuca,Victoria,3564,Australia,www.echucamoamauca.org.au,,,,,Y,Y,Y,Y,
7401,AUSTRALIAN MUSIC EXAMINATIONS BOARD (VIC) LIMITED,,,,,,https://ameb.vic.edu.au/,Y,,,Y,,,,,
7402,Good Shepherd College Council,297 Mount Napier Rd,Hamilton,Victoria,3300,Australia,www.gsc.vic.edu.au,Y,,,Y,,Y,,Y,
7403,Holloway Aged Care Services Incorporated,1 Rotary Dr,Keilor East,Victoria,3033,Australia,http://www.hollowayagedcare.com.au,,,Y,,,,,,
7404,Uca - St Marks Uniting Church Mornington,50 Barkly St,Mornington,Victoria,3931,Australia,www.stmarksmornington.unitingchurch.org.au,,,,,,,,,
7405,Heidelberg Christian Church,185-187 Burgundy St,Heidelberg,Victoria,3084,Australia,,,,,,Y,,,,
7406,Seventh-Day Adventist Church (Spd) Limited,148 Fox Valley Road,Wahroonga,NSW,2076,AUSTRALIA,,,,,,,,,,
7407,Carinya Society,10 Bellevue St,Coburg,Victoria,3058,Australia,www.carinyasociety.org.au,,,Y,,,Y,,Y,
7408,The Link Centre Limited,U 1 1 Grattan St,Hawthorn,Victoria,3122,Australia,,,,Y,Y,,Y,Y,Y,
7409,Rokeby Baptist Church,1025 Brandy Creek Rd,Rokeby,Victoria,3821,Australia,,,,,,Y,,,Y,
7410,The Finian Foundation Ltd,St Bedes College,Mentone,Victoria,3194,Australia,https://www.stbedes.catholic.edu.au/old-collegians-association/giving-back/,Y,,,,,,,,
7411,AGED CARE SERVICES 11 (VIEW HILLS) PTY LTD,L 12 135 King St,Sydney,New South Wales,2000,Australia,https://japara.com.au/,,,Y,,,,Y,,
7412,Bladder Cancer Australia Charity Foundation Inc.,suite 7,Melbourne,Victoria,3000,Australia,bladdercanceraustralia.com.au/,,,,,Y,Y,,Y,
7413,Inner North Community Foundation Limited,Level 2,Northcote,VIC,3070,AUSTRALIA,www.innernorthfoundation.org.au,,,,,,Y,,Y,Y
7414,St Bede's College,St Bedes College,Mentone,Victoria,3194,Australia,www.stbedes.catholic.edu.au,Y,,,Y,,,,Y,
7415,Brimbank Presbyterian Church,,,,,Australia,www.brimbank.church,,,,Y,Y,,,,
7416,Epworth Medical Foundation Limited,89 Bridge Rd,Richmond,Victoria,3121,Australia,https://www.epworth.org.au/giving,,,,Y,Y,Y,Y,Y,
7417,Humpty Dumpty Foundation Limited,Se 1402 67 Albert Ave,Chatswood,New South Wales,2067,Australia,www.humpty.com.au,,,,,,,,,
7418,Hunter Worker's Rehabilitation And Counselling Services Limited,406-408 King St,Newcastle West,NSW,2302,Australia,www.hunterlink.org.au,,,Y,,,,,,
7419,Goldfields Employment And Learning Centre Inc,88-90 Burke St,Maryborough,Victoria,3465,Australia,www.millhousenh.org.au,Y,,,,Y,Y,Y,Y,Y
7420,Conner Ministries Ltd,,,,,,www.markconner.com.au,,,,,Y,Y,,Y,
7421,The Trustee For Louisa C F Hindson Estate,209 Flinders Lane,Melbourne,VIC,3000,,www.melbourneanglican.org.au,,,,,,,,,
7422,William Wilberforce Foundation,U 5 621 Whitehorse Rd,Mitcham,Victoria,3132,Australia,http://www.wilberforcefoundation.org.au,,,,,Y,Y,Y,Y,Y
7423,East Timor Hearts Fund,L 12 469 La Trobe St,Melbourne,Victoria,3000,Australia,https://easttimorheartsfund.org.au/,,,,Y,,,,,
7424,Manna Gum Initiatives Inc,27 Albert St,Long Gully,Victoria,3550,Australia,www.mannagum.org.au,,,,,Y,Y,Y,Y,Y
7425,Hossaini Society Of Victoria Limited,,Hampton Park,VIC,3976,Australia,,,,,Y,Y,Y,,,
7426,Moonee Valley Sustainability Inc.,76-78 St Leonards Rd,Ascot Vale,Victoria,3032,Australia,www.mvsustainability.org.au,Y,,,,Y,,,,
7427,Lutheran Church Of Australia Tandara Camp,25 Tandara Rd,Halls Gap,Victoria,3381,Australia,www.tandara.org.au,,,,Y,Y,Y,,Y,
7428,Melbourne University Family Club Co Operative,427 Cardigan St,Carlton,Victoria,3053,Australia,http://www.familyclub.org.au/,Y,,,,,,,,
7429,Synod of Vic Tas Uniting Church Congregation of Bright Alpine,14 Park St,Bright,Victoria,3741,Australia,,,,,,Y,,,,
7430,Five Star Project Inc,14 Powerscourt St,Maffra,Victoria,3860,Australia,http://fivestarproject.org.au/,,,Y,,,,,,
7431,Essendon Baptist Community Ministries Inc,138 Buckley St,Essendon,Victoria,3040,Australia,https://www.essendonbaptist.org.au/,,,Y,Y,Y,Y,Y,Y,Y
7432,Friends Of The Hostel Waranga House,14 High Street,Rushworth,VIC,3612,Australia,,,,,,,,,,
7433,TOWN Australia Incorporated,U 3 18-20 Floriston Rd,Boronia,Victoria,3155,Australia,www.townclubs.com.au,,,,,,Y,,Y,
7434,The Missionaries Of God's Love Trust,6 Boake Place,GARRAN,ACT,2605,Australia,http://www.mglpriestsandbrothers.org,,,,,,,,,
7435,The Leigh Phillips Charitable Foundation,U 101 28 Linacre Rd,Hampton,Victoria,3188,Australia,,Y,Y,Y,Y,Y,,Y,,Y
7436,Briagolong Community House Inc,9 Avon St,Briagolong,Victoria,3860,Australia,www.briagolongcommunityhouse.com,,,,,Y,Y,Y,Y,
7437,Payton Foundation Fund,L 27 60 City Rd,Southbank,Victoria,3006,Australia,www.payton.com.au/foundation,,,,Y,,Y,,,
7438,Anam Cara House Colac Inc,50 Forans Road,Barongarook West,VIC,3249,Australia,https://www.anamcarahousecolac.org.au/,,,,,,,,,
7439,Joy Of Life Christian Ministries,45 Interlink Dr,Craigieburn,Victoria,3064,Australia,http://www.joyoflifecm.org.au,,,,,Y,,,,
7440,The Trustee For The Scotch College Museum Trust,,,,,Australia,,,,,Y,,,,,
7441,The Victoria Police Memorial Trust,,,,,,,Y,,,,,,,,
7442,Georgia's Journey Welfare Fund,Unit 98,Box Hill South,VIC,3128,Australia,,,,Y,,,,,,
7443,Balcombe Pre School Association,144 Bay Rd,Mount Martha,Victoria,3934,Australia,balcombepreschool.org.au,Y,,,,,,,,
7444,Uca - St Margarets Mooroolbark,211-219 Hull Road,Mooroolbark,VIC,3138,Australia,https://mooroolbark.unitingchurch.org.au,,,,Y,Y,Y,Y,Y,
7445,Anglican Parish Of Springmount,PO Box 91,Ballarat,VIC,3353,AUSTRALIA,www.ballaratanglican.org.au,,,,,,,,,
7446,Friends Of The Lyrebird Forest Walk Inc.,3 Inglis Ave,Mirboo North,VIC,3871,Australia,,,,,,,,,,
7447,BUDDHIST MEDITATION ASSOCIATION OF AUSTRALIA INC.,,,,,Australia,http://dhamsuwa.org.au/,,,,Y,Y,,,,
7448,Catholic Diocese Of Sandhurst,P.O. Box 201,Bendigo,VIC,3552,AUSTRALIA,www.sandhurst.catholic.org.au,,,,,,,,,
7449,GRACE AND TRUTH CHURCH INC.,5 Bancroft Ave,Narre Warren South,Victoria,3805,Australia,,,,,,,,Y,,Y
7450,Focolare Foundation Men,7 Mersey Street,Box Hill North,Victoria,3129,Australia,https://www.focolare.org.au,,,,Y,Y,,,,
7451,Kananook Sports Club,unit 1 33R kirkwood avenue,seaford,VIC,3198,Australia,,,,Y,,Y,Y,,Y,
7452,Doveton Neighbourhood Learning Centre Inc,34 Oak Avenue,Doveton,VIC,3177,Australia,www.dovetonnlc.net.au,,,,Y,Y,Y,Y,Y,Y
7453,Rescued With Love Inc.,185 Whitehorse Rd,Deepdene,Victoria,3103,Australia,www.rescuedwithlove.org,,,,,,,,,
7454,Tatura Community House Inc,12-16 Casey St,Tatura,Victoria,3616,Australia,tatcom.vic.edu.au,,,Y,Y,Y,Y,Y,Y,Y
7455,Pre School Assn Middle Park Inc,Civic Kindergarten,Middle Park,Victoria,3206,Australia,civickinder.org.au,,,Y,,,,,,
7456,Uca Boronia Rd,209 Boronia Rd,Boronia,Victoria,3155,Australia,bruc.com.au,,,,Y,Y,,,,
7457,United Nations Association Of Australia (Victorian Division) Inc,GPO Box 409,East Melbourne,Victoria,3002,Australia,www.unaavictoria.org.au,,Y,,,,,,,
7458,Make Ends Meet Incorporated,,,,,,,,,,,,,Y,,Y
7459,ST PAUL'S ANGLICAN CHURCH BORONIA,273 Dorset Road,Boronia,VIC,3155,Australia,www.stpaulsboronia.com,,,,Y,Y,Y,Y,Y,
7460,Benalla Hospital Ladies Auxiliary,,,,,,,,,,,,,,,
7461,Darwin Chinese Christian Church Inc,72 Leanyer Dr,Leanyer,Northern Territory,0812,Australia,www.dccchurch.org.au,,,,Y,Y,,,,
7462,The Trustee for Estate Henry Charles Enticknap,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,Y,,,,,,
