,Charity_Legal_Name,Address_Line_1,Town_City,State,Postcode,Country,Charity_Website,Advancing_Education,Promoting_or_protecting_human_rights,Advancing_social_or_public_welfare,Children,Families,Females,Financially_Disadvantaged,Males,People_at_risk_of_homelessness
10856,Access Health and Community Limited,Inner East Community Health,Richmond,Victoria,3121,Australia,accesshc.org.au/,,,,Y,Y,,Y,,Y
10857,Project Underdog Rescue Inc,Po Box 250,Coburg,Victoria,3058,Australia,https://projectunderdogrescue.org.au,,,,,,,Y,,Y
10858,COLAC AREA HEALTH FOUNDATION,2-28 Connor Street,Colac,VIC,3250,Australia,https://www.cahfoundation.org.au,,,,,,,,,
10859,River Edge Church Inc.,111 Ranfurly Way,Mildura,Victoria,3500,Australia,www.riveredgechurch.com.au,,,,Y,Y,,,,
10860,Safety Institute Of Australia Limited,Unit 2,Tullamarine,VIC,3043,Australia,www.aihs.org.au,,,,,,Y,,Y,
10861,Good2Give Research and Technology Ltd,12 Holtermann St,Crows Nest,New South Wales,2065,Australia,www.good2give.ngo,,,,,,,,,
10862,Wathaurong Glass Limited,16 Rodney Rd,North Geelong,Victoria,3215,Australia,wathaurongglass.com.au,,,Y,,,,,,
10863,Whittlesea Community House Inc,92a Church St,Whittlesea,Victoria,3757,Australia,http://www.wchi.com.au,Y,,Y,Y,Y,Y,Y,Y,Y
10864,The Trustee For British Music Society Of Victoria Trust,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,Y,,,,,,,,
10865,SAVE INC,47 Serene Way,Clyde North,Victoria,3978,Australia,save.org.au,,,Y,Y,Y,Y,Y,Y,Y
10866,Caring Kids Incorporated,Po Box 91,Edgecliff,New South Wales,2027,Australia,https://www.caringkids.org.au,,,Y,Y,,,Y,,
10867,Australia Unites In Prayer Auip Inc,PO Box 1052,Blackburn North,VIC,3130,Australia,,Y,,Y,,Y,,Y,,
10868,Samoan Presbyterian Church - Melbourne,U 2 54 Lytton St,Glenroy,Victoria,3046,Australia,,,,,Y,Y,Y,,Y,
10869,Discovery Church,,,,,,https://discoverychurch.com.au/,,,,Y,Y,,,,
10870,Colac East Kindergarten Inc,,,,,Australia,https://www.bcyf.org.au/colac-east-kindergarten/,Y,,,,Y,,,,
10871,Agaar Madong Global Corporaton for Development Inc.,18 Creekside Bvd,Manor Lakes,Victoria,3024,Australia,,Y,,,Y,,,Y,,
10872,K Y M (Victoria) Inc,673 Mountain Hwy,Bayswater,Victoria,3153,Australia,www.kym.com.au,,,Y,,,Y,Y,Y,Y
10873,The Trustee for THE KLOCMAN FOUNDATION CHARITABLE FUND,,,,,,,Y,,Y,,,,,,
10874,The Trustee For Richardson James Medical Research,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
10875,Goulburn Murray Local Learning and Employment Network Inc.,Mooroopna Secondary College,Mooroopna,Victoria,3629,Australia,www.gmllen.com.au,Y,,,,,,Y,,
10876,Bunting H Estate,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
10877,Kamaruka Inc.,52-54 River St,South Yarra,Victoria,3141,Australia,http://www.kamaruka.vic.edu.au,Y,,Y,Y,,,,,
10878,Victorian Community Foundation A/C The Albert Van Moorst Memorial Trust,"Lvl 2, 575 Bourke St",Melbourne,Victoria,3000,Australia,,,,Y,,,,,,
10879,Church Of The Nazarene Wantirna Incorporated,1393 High Street Rd,Wantirna South,Victoria,3152,Australia,,,,,Y,Y,Y,,Y,
10880,The Trustee For The Muffin Foundation,,,,,,,,,,,,,,,
10881,The Professor Lowenbein Foundation Scholarship Fund,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,Y,,,,,,,,
10882,Donald Men's Shed Incorporated,2 Hammill St,Donald,Victoria,3480,Australia,facebook.com/Donald Men's Shed Incorporated,,,,Y,Y,,,,Y
10883,The Trustee for the Carlton Blues Community Fund,400 Royal Pde,Carlton North,Victoria,3054,Australia,,,,,,,,Y,,
10884,Hume Men's Shed (Sunbury) Inc,158-160 Evans St,Sunbury,Victoria,3429,Australia,sunburymensshed.com,,,,,,,,Y,
10885,Roman Catholic Trusts Corporation For The Diocese Of Sale,,,,,Australia,cdsale.org.au,,,,,,,,,
10886,Coast Watch Radio And Marine Rescue Squad Incorporated,19 Guthridge St,Ocean Grove,,3226,Australia,www.coastwatchoceangrove.com.au/,,,,,,,,,
10887,North West BruNSWick Kindergarten Inc,34 Rose St,Brunswick,Victoria,3056,Australia,,Y,,,,,Y,Y,Y,
10888,Maffra Neighbourhood House Inc.,Maffra District Hospital,Maffra,Victoria,3860,Australia,https://maffranh.wixsite.com/maffranh,,,Y,,,Y,Y,Y,
10889,Rite Mentoring Incorporated,7-9 Fiveways Bvd,Keysborough,Victoria,3173,Australia,http://www.ritementoring.org.au,,,Y,Y,Y,,Y,Y,Y
10890,The Trustee For Robert Alfred Moyle Estate,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
10891,Akademos Society Inc,187 Ahern Rd,Pakenham,Victoria,3810,Australia,www.akademossociety.org,Y,,Y,,,,Y,,Y
10892,THE TRUSTEE FOR BARLOW FOUNDATION,255 Moray St,South Melbourne,Victoria,3205,Australia,https://www.barlowimpactgroup.com.au,,,,Y,,Y,Y,,
10893,Arts Mildura Inc.,,,,,,www.artsmildura.com.au,,,,,,,,,
10894,The Buteyko Institute Of Breathing And Health Incorporated,Po Box 2409,Fitzroy,Victoria,3065,Australia,https://buteyko.info/,,,,,,,,,
10895,Australasian Integrative Medicine Association,Po Box 905,Terrigal,New South Wales,2260,Australia,www.aima.net.au,,,,,,Y,,Y,
10896,Malabar Orthopaedic Institute Inc,43 The Avenue,Windsor,Victoria,3181,Australia,,,,,,,,,,
10897,Eastgate Community Church,17 Francis Cres,Ferntree Gully,Victoria,3156,Australia,www.foothillscare.org.au,,,,,Y,Y,Y,Y,Y
10898,Hewison Foundation,L 8 417 St Kilda Rd,Melbourne,Victoria,3004,Australia,,,,,,Y,,,,
10899,The Trustee For A & M Osborn Charitable Trust,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
10900,Pentecostal Missionary Church Of Christ (4Th Watch) Inc.,55 Mcintyre Rd,Sunshine North,Victoria,3020,Australia,www.pmcc4w.org,,,,Y,Y,,,,
10901,The Trustee For Alexander Miller Estate,GPO Box 2307,Melbourne,VIC,3001,,,,,Y,,,,,,Y
10902,Harris Trust A,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
10903,Love In Action Wallan Inc,84 Stanley St,Wallan,Victoria,3756,Australia,https://loveinactionwallan.com,,,Y,Y,Y,Y,Y,Y,Y
10904,Beverley Jackson Foundation,,,,,,,,,,Y,,,,,
10905,St Thomas Mores Catholic Church Mt Eliza,313 Canadian Bay Road,Mount Eliza,VIC,3930,,http://pol.org.au/mounteliza/Home.aspx,,,,Y,Y,Y,Y,Y,Y
10906,St.Martins Community Development Inc,215 Wellington St,Collingwood,Victoria,3066,Australia,,,,Y,,Y,Y,Y,Y,Y
10907,Youth Live4Life LTD,4A Collier Street,Victoria,,3442,Australia,http://www.live4life.org.au,,,,Y,Y,Y,,Y,
10908,Church Of All Nations,U 9 2 Lace St,Eumemmerring,Victoria,3177,Australia,,,,,,,,,,
10909,Clarinda Baptist Church,124 Bourke Rd,Clarinda,Victoria,3169,Australia,www.clarindabaptist.org,,,,,,,Y,,Y
10910,PRESTON NEIGHBOURHOOD HOUSE INC AS THE OPERATOR OF A PBI ,218 High St,PRESTON,VIC,3072,AUSTRALIA,https://www.bridgedarebin.org.au,,,,,,,,,
10911,The Trustee For Bagot Nina Legacy,209 Flinders Lane,Melbourne,VIC,3000,,www.melbourneanglican.org.au,,,,,,,,,
10912,The Trustee For The Graeme Sturgeon Memorial Trust,7 Templestowe Rd,Bulleen,Victoria,3105,Australia,,,,,Y,Y,Y,,Y,
10913,Gateway Church Geelong Inc,161-179 Moolap Station Rd,Moolap,Victoria,3224,Australia,https://gc.org.au,,,,Y,Y,,,,
10914,The Goodwin Estate Pre-Kinder Inc,Goodwin Estate Kindergarten,The Basin,Victoria,3154,Australia,https://www.facebook.com/GoodwinEstatePreKinder/,Y,,,,,,,,
10915,Hellenic Rsl Sub-Branch,14a Ferrars Pl,South Melbourne,Victoria,3205,Australia,http://www.rslvic.com.au/,,,Y,,,,,,
10916,Elsa Macleod Kindergartenincorporated,Elsa Macleod Kindergarten,Portland,Victoria,3305,Australia,www.elsamacleodkindergarten.com.au,Y,,,,Y,,,,
10917,Geelong Catholic Deanery,150 Yarra St,Geelong,Victoria,3220,Australia,,,,,,,,,,
10918,The Trustee For Galfa - Public Fund,C/- Douros Jackson Lawyers,SYDNEY,NSW,2000,AUSTRALIA,www.galfa.org.au,,,Y,,,,,,
10919,The Victorian Association of Performing Arts Centres,193 Olinda-Monbulk Rd,Monbulk,Victoria,3793,Australia,http://www.vapac.org.au,,,,,,,,,
10920,EUROA RSL SUB-BRANCH PATRIOTIC FUND,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
10921,Kellock Lodge Alexandra Inc,Kellock Lodge,Alexandra,Victoria,3714,Australia,http://www.kellocklodge.org.au,,,,,,,,,
10922,Belgrave Heights Presbyterian Church,244 Mount Morton Rd,Belgrave,Victoria,3160,Australia,bhpc.net.au,,,,,Y,,,,
10923,Episcopal District of Nar Nar Goon and Pakenham East,Main Street,Nar Nar Goon,VIC,3812,Australia,,,,,,,,,,
10924,Viewbank Pre School Association,Viewbank Pre School,Viewbank,Victoria,3084,Australia,www.viewbankpreschool.com.au,Y,,,,,,,,
10925,The Able Movement Ltd,49 Foreshore Dr,Salamander Bay,New South Wales,2317,Australia,,,,,,,,,,
10926,CEAV Career Counselling Australia Limited,Building A,Greensborough,VIC,3088,Australia,www.ccca.edu.au,,,Y,,,,Y,,
10927,Beanstalk Innovation Ltd,2 Rivington Ct,Highton,Victoria,3216,Australia,beanstalkinnovation.com.au,Y,,,,,Y,Y,Y,
10928,MET Designs Ltd,30 Church St,Parkville,Victoria,3052,Australia,met.org.au,Y,,,,,,,,
10929,My Green World Kids Limited,260 Flat Rock Rd,Hurstbridge,Victoria,3099,Australia,www.mygreenworld.org,Y,,,Y,Y,Y,,Y,
10930,The Chai Charitable Foundation Ltd,23 Denman Ave,St Kilda East,Victoria,3183,Australia,www.chai.org.au,,,Y,,Y,Y,Y,Y,
10931,Diamond Valley Foodshare Inc,203 Henry St,Greensborough,Victoria,3088,Australia,,,,Y,,Y,Y,Y,Y,Y
10932,Australian Friends of the Feuerstein Institute Ltd,,,,,,,Y,,Y,,,,,,
10933,EX-MED Cancer Ltd,U 8 651-653 Victoria St,Abbotsford,Victoria,3067,Australia,www.exmedcancer.org.au,,,,,,,,,
10934,CCCVAT MINISTRIES LTD,3 Tamar Street,Ringwood North,Victoria,3134,Australia,www.cccvat.com.au,,,,,,,,,
10935,Dro Phen Ling Inc.,,,,,Australia,,,,,,,Y,,Y,
10936,Islamic Community Milli Gorus Brimbank Incorporated,Unit 5A 350 Taylors Road,Delahey,Victoria,3037,Australia,https://www.icmg.org.au/,,,,,,Y,,Y,
10937,The Sisters Of Nazareth,Po Box 6900,Middle Camberwell,Victoria,3124,Australia,www.sistersofnazareth.com,,,,,,,,,
10938,RUN DIPG LTD,"Level 2, Suite 2, 60 Pacific Highway",St Leonards,New South Wales,2065,Australia,https://rundipg.org/,,,,Y,Y,Y,,Y,
10939,BIBLE SOCIETY AUSTRALIA AS THE OPERATOR OF A PBI,Level 23,North Sydney,NSW,2060,AUSTRALIA,www.biblesociety.org.au,,,,,,,,,
10940,VIVO FOUNDATION LTD,L 2 1905-1915 Malvern Rd,Malvern East,Victoria,3145,Australia,,,,Y,,,,,,
10941,JUDITH BOSWELL FOUNDATION LIMITED,,,,,,,Y,,,,,,,,
10942,MARRIOTT FOR HIV LTD,Alfred Hospital,Melbourne,Victoria,3004,Australia,,,,,,,,,,
10943,LOVE LIKE GABE LTD,6 maroomba rd,terrigal,New South Wales,2260,Australia,https://www.lovelikegabe.com,,,,,,,Y,,
10944,Buchan District Outreach Inc,6 Centre Road,Buchan,VIC,3885,Australia,buchan.vic.au,,,,,Y,,Y,,
10945,MAJLIS KHUDDAMUL AHMADIYYA AUSTRALIA LIMITED,45 Hollinsworth Rd,Marsden Park,New South Wales,2765,Australia,https://www.khuddam.org.au/,,,,Y,Y,,Y,Y,Y
10946,Carringbush Adult Education Inc,415,Richmond,VIC,3121,Australia,www.carringbush.org.au,,,,,,,,,
10947,BRIDGES FOR PEACE LTD,3 Cambridge Ct,Sippy Downs,Queensland,4556,Australia,,,,Y,,,,Y,,Y
10948,Melbourne Christian Disciples Church,15 Ellingworth Pde,Box Hill,Victoria,3128,Australia,http://christiandiscipleschurch.org/,,,,,Y,Y,,Y,
10949,CLOUDLESS SUNRISE HEALTH LIMITED,"""The Annex"", Level 7, 12 Creek Street",Brisbane,QLD,4000,Australia,,,,,,,,,,
10950,Greek Orthodox Church Springvale,4 Parsons Ave,Springvale,Victoria,3171,Australia,,,,,,,,,,
10951,Hampton Community Centre Inc,14 Willis St,Hampton,Victoria,3188,Australia,https://baysidecommunitycentres.org.au/,,,,,Y,,Y,,
10952,Eastside New Testament Church Of Christ Inc.,10 Church St,Bayswater,Victoria,3153,Australia,www.churchstreetcoc.org.au,,,,,,,,,
10953,Welsh Calvinistic Methodist Connexion In Victoria,320 Latrobe Street,MELBOURNE,VIC,3000,Australia,,,,,,,,,,
10954,THE ENDEAVOUR HILLS NEIGHBOURHOOD CENTRE INC.,10 Raymond Mcmahon Bvd,Endeavour Hills,Victoria,3802,Australia,https://www.ehillsnc.org.au,,,,Y,Y,Y,Y,Y,Y
10955,The Trustee For Mary Elizabeth Mccomas Piano Foundation,L 10 114 William St,Melbourne,Victoria,3000,Australia,,Y,,,,,,,,
10956,Collingwood Football Club Foundation,,,,,,https://community.collingwoodfc.com.au/,,,,,,,,,
10957,Making Waves Foundation Inc,1b New Beach Rd,Darling Point,New South Wales,2027,Australia,www.makingwavesfoundation.com.au,,,Y,Y,,Y,,Y,
10958,Drummond Ethel Mary Estate,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
10959,The Estate of the Late Gabriella Trobec,,,,,Australia,,Y,,,,,Y,Y,Y,
10960,Kiewa Valley Community Radio Inc,PO BOX 331,Mount Beauty,VIC,3699,Australia,https://www.alpineradio.com.au/,,,,,,,,,
10961,Blue Cross Animal Society Of Victoria,26 Homestead Rd,Wonga Park,Victoria,3115,Australia,http://bluecrossanimals.org.au/,,,,,,,,,
10962,Pink Belt Project Inc,,,,,,www.pinkbelt.com.au,,,Y,,,Y,Y,,
10963,Central Ringwood Community Centre,2 Rosewarne Lane,Ringwood,VIC,3134,Australia,www.crccinc.org.au,,,,Y,Y,,,,
10964,Parish Of Quamby,GPO Box 748,Hobart,TAS,7001,AUSTRALIA,www.anglicantas.org.au,,,,,,,,,
10965,Pnet Cancer Foundation Inc,162/201 Spring St,Melbourne,VIC,3000,Australia,pnetcancerfoundation.com/,,,,,Y,,,,
10966,Buchan Bush Nursing Association Inc.,61 Main Rd,Buchan,Victoria,3885,Australia,,,,,,,,,,
10967,ST PETERS EASTERN HILL SOCIAL ENTERPRISE INCORPORATED,15 Gisborne St,East Melbourne,Victoria,3002,Australia,https://www.heavenatthehill.org.au/,,,Y,,Y,,Y,,Y
10968,Guramaa Global Indigenous Corporation,30 The Wool Road,VINCENTIA,NSW,2540,AUSTRALIA,,Y,,Y,,,,,,
10969,The Trustee For The Lions Vision Research Fund,374-386 Cardigan St,Carlton,Victoria,3053,Australia,https://www.aco.org.au,,,,,,,,,
10970,Blind Bight Community Cntr Management Committee Inc,Anchorage Drive,Blind Bight,VIC,3980,Australia,www.blindbightcommunitycentre.com.au,,,,,Y,,,,
10971,Melbourne Anglican Trust Corporation,209 Flinders Lane,Melbourne,VIC,3000,,www.melbourneanglican.org.au,,,,,,,,,
10972,St Patrick's Primary School,4 Dimora Avenue,Camperdown,VIC,3260,,,Y,,,Y,Y,Y,Y,Y,
10973,Port Melbourne Middle Park Parish,"274 Rouse Street,",Port Melbourne,VIC,3207,,https://sj-mc.org.au,,,,Y,Y,Y,Y,Y,Y
10974,Spinal Muscular Atrophy Association Of Australia,U 7 16 Melverton Dr,Hallam,Victoria,3803,Australia,http://www.smaaustralia.org.au,,,,Y,Y,Y,Y,Y,
10975,Antonine Sisters Victoria Property Association Inc,13 Barrow St,Coburg,Victoria,3058,Australia,,,,,Y,,Y,Y,Y,
10976,Chelsea Kindergarten Inc,36 Glenola Rd,Chelsea,Victoria,3196,Australia,https://www.chelseakindergarten.kindergarten.vic.gov.au/,Y,,,,Y,,,,
10977,The Trustee For The Angel Fund,106 Sands Bvd,Torquay,Victoria,3228,Australia,,,,,,,,,,
10978,Our Redeemer Lutheran Church,60-62 Ballarat Rd,Hamlyn Heights,Victoria,3215,Australia,ourredeemer-geelong.org,,,,,,Y,,Y,
10979,International Reformed Evangelical Church (GRII-Melbourne) Inc.,552-558 City Rd,South Melbourne,Victoria,3205,Australia,www.irecmelbourne.org,,,,Y,Y,Y,,Y,
10980,South Port Day Links Inc,154 Liardet St,Port Melbourne,Victoria,3207,Australia,www.spdl.org.au,,,,,,Y,Y,Y,Y
10981,Elderly Chinese Home Inc,,,,,Australia,http://echinc.com.au/,,,,,,,,,
10982,Rural Housing Network,Level 4,Wodonga,Victoria,3690,Australia,http://beyondhousing.org.au,,,Y,,,,Y,,Y
10983,Ntm College Building Fundaf 1595 C/ Se 5877,40-42 Garden Dr,Tullamarine,Victoria,3043,Australia,,Y,,,,,Y,,Y,
10984,Yoga Association Of Victoria Inc,,,,,Australia,www.yogavic.org.au,,,,,,,,,
10985,Williamstown Swimming And Life Saving Club Inc,Esplanade,Williamstown,Victoria,3016,Australia,https://williamstownslsc.org.au/,,,,Y,Y,Y,,Y,
10986,Mosswood Wildlife Inc.,145 Officers Lane,Koroit,Victoria,3282,Australia,https://mosswoodwildlife.org.au/,,,,,,,,,
10987,The Progressive Christian Network Of Victoria Inc,76 Coppin St,Malvern East,Victoria,3145,Australia,https://www.pcnvictoria.org.au/,,,,,,Y,,Y,
10988,Mizrachi Nominees Proprietary Limited,PO BOX 164,CAULFIELD SOUTH,VIC,3162,Australia,,,,,,,,,,
10989,Encounter Christian Church Inc.,155 Verney Road,Sherpparton,VIC,3630,Australia,www.encounter.cc,,,,Y,Y,Y,Y,Y,Y
10990,THE BICENTENNIAL NATIONAL TRAIL,33 Orchard Lane,Chiltern,Victora,3683,Australia,www.bicentennialnationaltrail.com.au/,,,,,,,,,
10991,Chalmers Presbyterian Church Auburn,"14 Rathmines Road, Hawthorn East",Melbourne,Vic,3123,Aus,https://www.chalmerspresbyterian.org/,,,,,,,,,
10992,St Mary's Church Lancefield,27 Chauncey Street,Lancefield,VIC,3435,,http://pol.org.au/lancefield,,,,Y,Y,Y,Y,Y,Y
10993,The Trustee For Anjuman-E-Saifee (Melbourne),245-247 Canterbury Rd,Blackburn,Victoria,3130,Australia,,,,,,,,,,
10994,Carey Baptist Grammar School Limited,Carey Grammar School,Kew,Victoria,3101,Australia,https://www.carey.com.au/,Y,,,Y,,Y,,Y,
10995,The Zoroastrian Association of Victoria Inc.,P O Box 807,Kew,VIC,3101,Australia,www.zav.org.au/,,,,Y,Y,,,,
10996,St Paul's Cathedral Welfare Service Inc.,,,,,Australia,,,,,,,,Y,,Y
10997,Wangaratta Opportunity Shop,PO Box 1070,Wangaratta,VIC,3676,,,,,,Y,,,Y,,
10998,Blackheath Area Neighbourhood Centre Inc,BANC,Blackheath,NSW,2785,Australia,www.banc.org.au,,,,Y,Y,,Y,,
10999,Traralgon & District Historical Society Incorporated,11 Breed St,Traralgon,Victoria,3844,Australia,www.traralgonhistory.asn.au,,,,,Y,,,,
11000,Perazim Ministries Limited,9 Lupin St,Dromana,Victoria,3936,Australia,https://www.facebook.com/david Nuia Armstrong.14606,,,,,Y,,,,
11001,Estate Alison Margaret Clark,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
11002,Rural Doctors Association Of Victoria Limited,C/- Suite 5 Level 2 Endeavour House,MANUKA,ACT,2603,Australia,www.rdav.com.au,,,,,,,,,
11003,St Josephs Catholic Church Elsternwick,71 Orrong Road,Elsternwick,VIC,3185,,http://pol.org.au/elsternwick,,,,Y,Y,Y,Y,Y,Y
11004,Kids Plus Foundation,Deakin University Waurn Ponds,Waurn Ponds,Victoria,3216,Australia,www.kidsplus.org.au,,,,Y,,,,,
11005,Pyalong Neighbourhood House Inc,13 High St,Pyalong,Victoria,3521,Australia,https://www.facebook.com/Pyalong-Neighbourhood-House-794907967191645,,,,Y,Y,Y,Y,Y,Y
11006,The Earth Village Community Ltd,43 Unitt St,Melton,Victoria,3337,Australia,www.earthvillage.org.au,,,Y,,Y,,Y,,Y
11007,Youth Development Australia Limited,29 Tinning St,Brunswick,Victoria,3056,Australia,yda.org.au,,,,,,,,,
11008,Wild At Heart Community Arts,5 Blackwood St,North Melbourne,Victoria,3051,Australia,www.wildatheart.org.au,,,,,,,Y,,Y
11009,Barwon Disability Resource Council Incorporated,48 Mckillop St,Geelong,Victoria,3220,Australia,www.bdrc.org.au,,Y,,,,,,,
11010,Sharelife Australia Limited,,,,,Australia,http://www.sharelife.org.au/index.html,,,,,,,,,
11011,St Patrick's Cathedral Parish Church Ballarat,3 Lyons Street South,Ballarat,VIC,3350,AUSTRALIA,https://www.ballarat.catholic.org.au/parish/ballarat-cathederal/,,,,,,,,,
11012,Orthodox Christian Mission Sisterhood Of St John the Eleimon (Merciful) Inc.,22 Holmes Rd,Moonee Ponds,Victoria,3039,Australia,,,,Y,,,,Y,,Y
11013,Presentation Sisters Victoria (Presentation Family Centre) Incorporated,122 Balnarring Beach Rd,Balnarring Beach,Victoria,3926,Australia,https://saltbushbalnarringbeach.org.au/,,,,,Y,,Y,,
11014,Missionary Sisters Of Saint Joseph Of Cluny,60 Clarence St,Brunswick East,Victoria,3057,Australia,http://sjcaustralia.org/,,,Y,Y,,,,,
11015,National Herd Improvement Association Of Australia Incorporated,C/-AgriBio,Bundoora,VIC,3083,Australia,www.nhia.org.au,,,,,,,,,
11016,International Centre For Inner Peace & Happiness Inc,2a Clement St,Dandenong,Victoria,3175,Australia,,,,,,Y,Y,,Y,
11017,Shepparton Christian College Ltd,155 Verney Road,Shepparton,VIC,3630,Australia,www.scc.vic.edu.au,Y,,,Y,,,,,
11018,The Bendigo Diocesan Trusts Corporation,PO Box 2,Bendigo,VIC,3552,,www.bendigoanglican.org.au,,,,,,,,,
11019,The Anglican Church Of The Ascension Burwood East,370-378 Blackburn Rd,Burwood East,Victoria,3151,Australia,www.ascensionchurch.org.au,,,,Y,Y,Y,Y,Y,
11020,Australasian Cardiac Outcomes Registry Limited,L 12 Se 4 189-197 Kent St,Sydney,New South Wales,2000,Australia,acor.net.au/,Y,,,,,,,,
11021,MOUNT ZION INSTITUTE ALUMNI INTERNATIONAL FELLOWSHIP INCORPORATED,29b Finchley Cres,Balga,Western Australia,6061,Australia,,,,,Y,Y,Y,,Y,
11022,Australian BPD Foundation Limited,,,,,,bpdfoundation.org.au,,,,Y,Y,Y,,Y,
11023,Goroke Mens Shed,21 Main St,Goroke,Victoria,3412,Australia,,,,,,,,,Y,
11024,The Trustee For Finn-Humphries Charitable Trust,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,Y,,,,,,
11025,Cooinda Village Inc,1-35 Kilfeera Rd,Benalla,Victoria,3672,Australia,www.cooinda.org.au,,,,,,Y,Y,Y,
11026,The Trustee For The Emma Nowak Fund,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
11027,Deepdene Pre School Centre Incorporated,7 Terry St,Deepdene,Victoria,3103,Australia,https://deepdenepreschool.org.au/,Y,,,,,,,,
11028,The Spiritual Assembly Of The Baha'Is Of Greater Geelong,Po Box 534,Geelong,Victoria,3220,Australia,www.bahai.org.au,,,,,,,,,
11029,Myrtleford & District Agricultural & Pastoral Society Inc,Po Box 242,Myrtleford,Victoria,3736,Australia,www.themyrtlefordshow.com.au,,,,Y,Y,Y,,Y,
11030,The Trustee For The Nature Conservancy Australia Trust,48 Montague Rd,South Brisbane,Queensland,4101,Australia,https://www.natureaustralia.org.au/,,,,,,,,,
11031,Walwa Bush Nursing Centre Incorporated,16 Main St,Walwa,Victoria,3709,Australia,www.walwabushnursing.com.au,,,,Y,Y,,,,
11032,ABC Friends Inc,208-210 Bank St,South Melbourne,Victoria,3205,Australia,www.abcfriendsvic.org.au,,,,,,,,,
11033,St Johns Lutheran Church Jeparit,31 Sands Ave,Jeparit,Victoria,3423,Australia,,,,,,,,,,
11034,Nhill Silo Heritage Project,7 Davis Ave,NHILL,VIC,3418,Australia,https://nhillsiloheritageproject.org/,,,,,,,,,
11035,Santhom Trust,6 Greenock Ct,Greenvale,Victoria,3059,Australia,,,,,,Y,,,,
11036,Sun Valley Common Equity Rental Housing Co Operative Ltd,PO BOX 2167,SUNBURY,VIC,3429,AUSTRALIA,,,,,,,,,,
11037,Victorian Arts Centre Trust,100 St Kilda Rd,Southbank,Victoria,3006,Australia,artscentremelbourne.com.au,,,,Y,Y,Y,,Y,
11038,GREEK ORTHODOX ARCHDIOCESE OF AUSTRALIA CONSOLIDATED TRUST PARISH OF ST ANDREW GREEK LANGUAGE SCHOOL SUB ENTITY,201 MAHONEYS ROAD,FOREST HILL,VIC,3131,AUSTRALIA,,,,,,,,,,
