,Region,Suburb,Housing_Type,Median Price - Last Quarter,Forecasted Price,Difference,Percentage Difference
649,Other Regional Centres,Moe,2 bedroom houses,290.0,276.7,-13.300000000000011,-4.59
650,Other Regional Centres,Newborough,2 bedroom houses,290.0,276.7,-13.300000000000011,-4.59
651,Other Regional Centres,Morwell,2 bedroom houses,280.0,273.85,-6.149999999999977,-2.2
652,Other Regional Centres,Ocean Grove,2 bedroom houses,460.0,461.95,1.9499999999999889,0.42
653,Other Regional Centres,Barwon Heads,2 bedroom houses,460.0,461.95,1.9499999999999889,0.42
654,Other Regional Centres,Portland,2 bedroom houses,320.0,336.88,16.879999999999995,5.27
655,Other Regional Centres,Sale,2 bedroom houses,330.0,317.0,-13.0,-3.94
656,Other Regional Centres,Maffra,2 bedroom houses,330.0,317.0,-13.0,-3.94
657,Other Regional Centres,Seymour,2 bedroom houses,355.0,Insufficient Data for Forecast,0.0,0.0
658,Other Regional Centres,Shepparton,2 bedroom houses,300.0,297.38,-2.6200000000000045,-0.87
659,Other Regional Centres,Swan Hill,2 bedroom houses,300.0,283.0,-17.0,-5.67
660,Other Regional Centres,Torquay,2 bedroom houses,500.0,482.9825,-17.017499999999984,-3.4
661,Other Regional Centres,Traralgon,2 bedroom houses,343.0,338.95,-4.050000000000011,-1.18
662,Other Regional Centres,Wangaratta,2 bedroom houses,350.0,344.65,-5.350000000000023,-1.53
663,Other Regional Centres,Warragul,2 bedroom houses,348.0,343.82,-4.180000000000007,-1.2
664,Other Regional Centres,Warrnambool,2 bedroom houses,380.0,373.0,-7.0,-1.84
665,Other Regional Centres,Wodonga,2 bedroom houses,340.0,335.12857142857143,-4.871428571428567,-1.43
666,Inner Melbourne,Albert Park,3 bedroom flats,660.0,810.205,150.20500000000004,22.76
667,Inner Melbourne,Middle Park,3 bedroom flats,660.0,810.205,150.20500000000004,22.76
668,Inner Melbourne,St Kilda West,3 bedroom flats,660.0,810.205,150.20500000000004,22.76
669,Inner Melbourne,Armadale,3 bedroom flats,720.0,719.6,-0.3999999999999772,-0.06
670,Inner Melbourne,Carlton North,3 bedroom flats,620.0,617.79,-2.2100000000000364,-0.36
671,Inner Melbourne,Carlton,3 bedroom flats,600.0,599.4,-0.6000000000000227,-0.1
672,Inner Melbourne,Parkville,3 bedroom flats,600.0,599.4,-0.6000000000000227,-0.1
673,Inner Melbourne,Melbourne,3 bedroom flats,735.0,724.85,-10.149999999999975,-1.38
674,Inner Melbourne,St Kilda,3 bedroom flats,735.0,724.85,-10.149999999999975,-1.38
675,Inner Melbourne,Collingwood,3 bedroom flats,800.0,798.42,-1.580000000000041,-0.2
676,Inner Melbourne,Abbotsford,3 bedroom flats,800.0,798.42,-1.580000000000041,-0.2
677,Inner Melbourne,Docklands,3 bedroom flats,900.0,Insufficient Data for Forecast,0.0,0.0
678,Inner Melbourne,East Melbourne,3 bedroom flats,843.0,859.6233333333333,16.623333333333335,1.97
679,Inner Melbourne,St Kilda East,3 bedroom flats,575.0,560.35,-14.649999999999975,-2.55
680,Inner Melbourne,Elwood,3 bedroom flats,593.0,614.11,21.110000000000014,3.56
681,Inner Melbourne,Fitzroy,3 bedroom flats,850.0,786.8619047619047,-63.13809523809528,-7.43
682,Inner Melbourne,Fitzroy North,3 bedroom flats,765.0,735.7,-29.299999999999955,-3.83
683,Inner Melbourne,Clifton Hill,3 bedroom flats,765.0,735.7,-29.299999999999955,-3.83
684,Inner Melbourne,Flemington,3 bedroom flats,550.0,536.06,-13.940000000000056,-2.53
685,Inner Melbourne,Kensington,3 bedroom flats,550.0,536.06,-13.940000000000056,-2.53
686,Inner Melbourne,North Melbourne,3 bedroom flats,625.0,618.94,-6.059999999999945,-0.97
687,Inner Melbourne,West Melbourne,3 bedroom flats,625.0,618.94,-6.059999999999945,-0.97
688,Inner Melbourne,Port Melbourne,3 bedroom flats,898.0,887.29,-10.710000000000036,-1.19
689,Inner Melbourne,Prahran,3 bedroom flats,695.0,705.9,10.899999999999975,1.57
690,Inner Melbourne,Windsor,3 bedroom flats,695.0,705.9,10.899999999999975,1.57
691,Inner Melbourne,Richmond,3 bedroom flats,770.0,772.8,2.7999999999999545,0.36
692,Inner Melbourne,Burnley,3 bedroom flats,770.0,772.8,2.7999999999999545,0.36
693,Inner Melbourne,South Melbourne,3 bedroom flats,732.0,685.28,-46.72000000000003,-6.38
694,Inner Melbourne,South Yarra,3 bedroom flats,810.0,800.55,-9.450000000000044,-1.17
695,Inner Melbourne,Southbank,3 bedroom flats,730.0,685.74,-44.25999999999999,-6.06
696,Inner Melbourne,St Kilda,3 bedroom flats,600.0,614.38,14.379999999999995,2.4
697,Inner Melbourne,Toorak,3 bedroom flats,700.0,711.65,11.649999999999975,1.66
698,Inner Eastern Melbourne,Balwyn,3 bedroom flats,630.0,620.2,-9.799999999999956,-1.56
699,Inner Eastern Melbourne,Blackburn,3 bedroom flats,500.0,494.42,-5.579999999999984,-1.12
700,Inner Eastern Melbourne,Box Hill,3 bedroom flats,520.0,513.49,-6.509999999999991,-1.25
701,Inner Eastern Melbourne,Bulleen,3 bedroom flats,550.0,540.525,-9.475000000000025,-1.72
702,Inner Eastern Melbourne,Templestowe,3 bedroom flats,550.0,540.525,-9.475000000000025,-1.72
703,Inner Eastern Melbourne,Doncaster,3 bedroom flats,550.0,540.525,-9.475000000000025,-1.72
704,Inner Eastern Melbourne,Burwood,3 bedroom flats,540.0,546.9766666666667,6.976666666666688,1.29
705,Inner Eastern Melbourne,Ashburton,3 bedroom flats,540.0,546.9766666666667,6.976666666666688,1.29
706,Inner Eastern Melbourne,Camberwell,3 bedroom flats,660.0,647.65,-12.350000000000025,-1.87
707,Inner Eastern Melbourne,Glen Iris,3 bedroom flats,660.0,647.65,-12.350000000000025,-1.87
708,Inner Eastern Melbourne,Canterbury,3 bedroom flats,650.0,608.3,-41.700000000000045,-6.42
709,Inner Eastern Melbourne,Surrey Hills,3 bedroom flats,650.0,608.3,-41.700000000000045,-6.42
710,Inner Eastern Melbourne,Mont Albert,3 bedroom flats,650.0,608.3,-41.700000000000045,-6.42
711,Inner Eastern Melbourne,Chadstone,3 bedroom flats,515.0,510.34,-4.660000000000025,-0.9
712,Inner Eastern Melbourne,Oakleigh,3 bedroom flats,515.0,510.34,-4.660000000000025,-0.9
713,Inner Eastern Melbourne,Clayton,3 bedroom flats,463.0,461.27,-1.7300000000000182,-0.37
714,Inner Eastern Melbourne,Doncaster East,3 bedroom flats,520.0,502.5,-17.5,-3.37
715,Inner Eastern Melbourne,Donvale,3 bedroom flats,520.0,502.5,-17.5,-3.37
716,Inner Eastern Melbourne,Hawthorn East,3 bedroom flats,600.0,582.35,-17.649999999999977,-2.94
717,Inner Eastern Melbourne,Glen Waverley,3 bedroom flats,525.0,493.1,-31.899999999999977,-6.08
718,Inner Eastern Melbourne,Mulgrave,3 bedroom flats,525.0,493.1,-31.899999999999977,-6.08
719,Inner Eastern Melbourne,Hawthorn,3 bedroom flats,680.0,660.77,-19.230000000000015,-2.83
720,Inner Eastern Melbourne,Kew,3 bedroom flats,600.0,599.65,-0.3500000000000227,-0.06
721,Inner Eastern Melbourne,Mount Waverley,3 bedroom flats,550.0,533.45,-16.549999999999955,-3.01
722,Inner Eastern Melbourne,Nunawading,3 bedroom flats,500.0,489.35,-10.649999999999975,-2.13
723,Inner Eastern Melbourne,Mitcham,3 bedroom flats,500.0,489.35,-10.649999999999975,-2.13
724,Inner Eastern Melbourne,Vermont,3 bedroom flats,500.0,463.79,-36.20999999999998,-7.24
725,Inner Eastern Melbourne,Forest Hill,3 bedroom flats,500.0,463.79,-36.20999999999998,-7.24
726,Inner Eastern Melbourne,Burwood East,3 bedroom flats,500.0,463.79,-36.20999999999998,-7.24
727,Southern Melbourne,Aspendale,3 bedroom flats,530.0,514.0,-16.0,-3.02
728,Southern Melbourne,Chelsea,3 bedroom flats,530.0,514.0,-16.0,-3.02
729,Southern Melbourne,Carrum,3 bedroom flats,530.0,514.0,-16.0,-3.02
730,Southern Melbourne,Bentleigh,3 bedroom flats,620.0,603.0916666666667,-16.908333333333303,-2.73
731,Southern Melbourne,Brighton,3 bedroom flats,793.0,792.64,-0.3600000000000136,-0.05
732,Southern Melbourne,Brighton East,3 bedroom flats,640.0,647.93,7.92999999999995,1.24
733,Southern Melbourne,Carnegie,3 bedroom flats,585.0,571.65,-13.350000000000025,-2.28
734,Southern Melbourne,Caulfield,3 bedroom flats,600.0,600.92,0.9199999999999592,0.15
735,Southern Melbourne,Cheltenham,3 bedroom flats,578.0,568.94,-9.059999999999944,-1.57
736,Southern Melbourne,Elsternwick,3 bedroom flats,680.0,667.06,-12.940000000000056,-1.9
737,Southern Melbourne,Hampton,3 bedroom flats,700.0,692.71,-7.289999999999964,-1.04
738,Southern Melbourne,Beaumaris,3 bedroom flats,700.0,692.71,-7.289999999999964,-1.04
739,Southern Melbourne,Malvern,3 bedroom flats,690.0,687.05,-2.950000000000045,-0.43
740,Southern Melbourne,Malvern East,3 bedroom flats,600.0,596.55,-3.450000000000045,-0.58
741,Southern Melbourne,Mentone,3 bedroom flats,585.0,561.83,-23.16999999999996,-3.96
742,Southern Melbourne,Parkdale,3 bedroom flats,585.0,561.83,-23.16999999999996,-3.96
743,Southern Melbourne,Mordialloc,3 bedroom flats,585.0,561.83,-23.16999999999996,-3.96
744,Southern Melbourne,Murrumbeena,3 bedroom flats,550.0,543.85,-6.149999999999977,-1.12
745,Southern Melbourne,Hughesdale,3 bedroom flats,550.0,543.85,-6.149999999999977,-1.12
746,Outer Western Melbourne,Altona,3 bedroom flats,420.0,416.225,-3.774999999999977,-0.9
747,Outer Western Melbourne,Footscray,3 bedroom flats,520.0,527.6435714285715,7.643571428571477,1.47
748,Outer Western Melbourne,Keilor East,3 bedroom flats,480.0,432.98,-47.01999999999998,-9.8
749,Outer Western Melbourne,Avondale Heights,3 bedroom flats,480.0,432.98,-47.01999999999998,-9.8
750,Outer Western Melbourne,Melton,3 bedroom flats,320.0,319.0,-1.0,-0.31
751,Outer Western Melbourne,Newport,3 bedroom flats,550.0,535.68,-14.32000000000005,-2.6
752,Outer Western Melbourne,Spotswood,3 bedroom flats,550.0,535.68,-14.32000000000005,-2.6
753,Outer Western Melbourne,St Albans,3 bedroom flats,360.0,360.2,0.1999999999999886,0.06
754,Outer Western Melbourne,Deer Park,3 bedroom flats,360.0,360.2,0.1999999999999886,0.06
755,Outer Western Melbourne,Sunshine,3 bedroom flats,390.0,386.19,-3.8100000000000014,-0.98
756,Outer Western Melbourne,Sydenham,3 bedroom flats,380.0,371.15,-8.850000000000023,-2.33
757,Outer Western Melbourne,Werribee,3 bedroom flats,350.0,348.6,-1.3999999999999773,-0.4
758,Outer Western Melbourne,Hoppers Crossing,3 bedroom flats,350.0,348.6,-1.3999999999999773,-0.4
759,Outer Western Melbourne,West Footscray,3 bedroom flats,460.0,433.8,-26.19999999999999,-5.7
760,Outer Western Melbourne,Williamstown,3 bedroom flats,590.0,612.9398333333334,22.939833333333358,3.89
761,Outer Western Melbourne,Yarraville,3 bedroom flats,550.0,Insufficient Data for Forecast,0.0,0.0
762,Outer Western Melbourne,Seddon,3 bedroom flats,550.0,Insufficient Data for Forecast,0.0,0.0
763,North Western Melbourne,Broadmeadows,3 bedroom flats,380.0,372.37,-7.6299999999999955,-2.01
764,North Western Melbourne,Roxburgh Park,3 bedroom flats,380.0,372.37,-7.6299999999999955,-2.01
765,North Western Melbourne,Brunswick,3 bedroom flats,650.0,635.65,-14.350000000000025,-2.21
766,North Western Melbourne,Coburg,3 bedroom flats,550.0,543.9,-6.100000000000023,-1.11
767,North Western Melbourne,Pascoe Vale South,3 bedroom flats,550.0,543.9,-6.100000000000023,-1.11
768,North Western Melbourne,Craigieburn,3 bedroom flats,370.0,366.48833333333334,-3.511666666666656,-0.95
769,North Western Melbourne,Brunswick East,3 bedroom flats,663.0,675.43,12.42999999999995,1.87
770,North Western Melbourne,Essendon,3 bedroom flats,495.0,490.35,-4.649999999999977,-0.94
771,North Western Melbourne,Gladstone Park,3 bedroom flats,420.0,402.7416666666666,-17.258333333333383,-4.11
772,North Western Melbourne,Tullamarine,3 bedroom flats,420.0,402.7416666666666,-17.258333333333383,-4.11
773,North Western Melbourne,Keilor,3 bedroom flats,,Insufficient Data for Forecast,0.0,
774,North Western Melbourne,Moonee Ponds,3 bedroom flats,550.0,546.8,-3.200000000000045,-0.58
775,North Western Melbourne,Ascot Vale,3 bedroom flats,550.0,546.8,-3.200000000000045,-0.58
776,North Western Melbourne,Oak Park,3 bedroom flats,440.0,440.0,0.0,0.0
777,North Western Melbourne,Glenroy,3 bedroom flats,440.0,440.0,0.0,0.0
778,North Western Melbourne,Fawkner,3 bedroom flats,440.0,440.0,0.0,0.0
779,North Western Melbourne,Pascoe Vale,3 bedroom flats,490.0,487.86,-2.1399999999999864,-0.44
780,North Western Melbourne,Coburg North,3 bedroom flats,490.0,487.86,-2.1399999999999864,-0.44
781,North Western Melbourne,Sunbury,3 bedroom flats,385.0,380.45,-4.550000000000011,-1.18
782,North Western Melbourne,Brunswick West,3 bedroom flats,550.0,Insufficient Data for Forecast,0.0,0.0
783,North Eastern Melbourne,Bundoora,3 bedroom flats,473.0,450.5766666666667,-22.42333333333329,-4.74
784,North Eastern Melbourne,Greensborough,3 bedroom flats,473.0,450.5766666666667,-22.42333333333329,-4.74
785,North Eastern Melbourne,Hurstbridge,3 bedroom flats,473.0,450.5766666666667,-22.42333333333329,-4.74
786,North Eastern Melbourne,Eltham,3 bedroom flats,530.0,482.25,-47.75,-9.01
787,North Eastern Melbourne,Research,3 bedroom flats,530.0,482.25,-47.75,-9.01
788,North Eastern Melbourne,Montmorency,3 bedroom flats,530.0,482.25,-47.75,-9.01
789,North Eastern Melbourne,Fairfield,3 bedroom flats,650.0,600.45,-49.54999999999996,-7.62
790,North Eastern Melbourne,Alphington,3 bedroom flats,650.0,600.45,-49.54999999999996,-7.62
791,North Eastern Melbourne,Heidelberg,3 bedroom flats,500.0,489.9448333333333,-10.055166666666707,-2.01
792,North Eastern Melbourne,Heidelberg West,3 bedroom flats,500.0,489.9448333333333,-10.055166666666707,-2.01
793,North Eastern Melbourne,Ivanhoe,3 bedroom flats,590.0,573.72,-16.279999999999973,-2.76
794,North Eastern Melbourne,Ivanhoe East,3 bedroom flats,590.0,573.72,-16.279999999999973,-2.76
795,North Eastern Melbourne,Mill Park,3 bedroom flats,378.0,369.86,-8.139999999999986,-2.15
796,North Eastern Melbourne,Epping,3 bedroom flats,378.0,369.86,-8.139999999999986,-2.15
797,North Eastern Melbourne,Northcote,3 bedroom flats,683.0,669.58,-13.41999999999996,-1.96
798,North Eastern Melbourne,Preston,3 bedroom flats,510.0,503.8,-6.199999999999989,-1.22
799,North Eastern Melbourne,Reservoir,3 bedroom flats,450.0,440.95,-9.050000000000011,-2.01
800,North Eastern Melbourne,Thomastown,3 bedroom flats,385.0,378.32,-6.680000000000007,-1.74
801,North Eastern Melbourne,Lalor,3 bedroom flats,385.0,378.32,-6.680000000000007,-1.74
802,North Eastern Melbourne,Thornbury,3 bedroom flats,600.0,603.135,3.134999999999991,0.52
803,North Eastern Melbourne,Whittlesea,3 bedroom flats,400.0,Insufficient Data for Forecast,0.0,0.0
804,Outer Eastern Melbourne,Bayswater,3 bedroom flats,450.0,441.95,-8.050000000000011,-1.79
805,Outer Eastern Melbourne,Boronia,3 bedroom flats,450.0,441.02,-8.980000000000018,-2.0
806,Outer Eastern Melbourne,Croydon,3 bedroom flats,480.0,474.95,-5.050000000000011,-1.05
807,Outer Eastern Melbourne,Lilydale,3 bedroom flats,480.0,474.95,-5.050000000000011,-1.05
808,Outer Eastern Melbourne,Ferntree Gully,3 bedroom flats,455.0,444.55499999999995,-10.44500000000005,-2.3
809,Outer Eastern Melbourne,Ringwood,3 bedroom flats,480.0,451.8,-28.19999999999999,-5.87
810,Outer Eastern Melbourne,Rowville,3 bedroom flats,460.0,450.62,-9.379999999999995,-2.04
811,Outer Eastern Melbourne,Wantirna,3 bedroom flats,460.0,427.18,-32.81999999999999,-7.13
812,Outer Eastern Melbourne,Scoresby,3 bedroom flats,460.0,427.18,-32.81999999999999,-7.13
813,Outer Eastern Melbourne,Healesville,3 bedroom flats,450.0,402.46,-47.54000000000002,-10.56
814,Outer Eastern Melbourne,Yarra Junction,3 bedroom flats,450.0,402.46,-47.54000000000002,-10.56
815,Outer Eastern Melbourne,Belgrave,3 bedroom flats,450.0,402.46,-47.54000000000002,-10.56
816,Outer Eastern Melbourne,Belgrave Heights,3 bedroom flats,450.0,402.46,-47.54000000000002,-10.56
817,Outer Eastern Melbourne,Belgrave South,3 bedroom flats,450.0,402.46,-47.54000000000002,-10.56
818,Outer Eastern Melbourne,Lilydale,3 bedroom flats,450.0,402.46,-47.54000000000002,-10.56
819,Outer Eastern Melbourne,Warburton,3 bedroom flats,450.0,402.46,-47.54000000000002,-10.56
820,Outer Eastern Melbourne,East Warburton,3 bedroom flats,450.0,402.46,-47.54000000000002,-10.56
821,South Eastern Melbourne,Berwick,3 bedroom flats,410.0,389.65,-20.350000000000023,-4.96
822,South Eastern Melbourne,Cranbourne,3 bedroom flats,400.0,388.05,-11.949999999999989,-2.99
823,South Eastern Melbourne,Dandenong,3 bedroom flats,415.0,400.0,-15.0,-3.61
824,South Eastern Melbourne,Dandenong North,3 bedroom flats,400.0,382.40892857142853,-17.591071428571468,-4.4
825,South Eastern Melbourne,Endeavour Hills,3 bedroom flats,400.0,382.40892857142853,-17.591071428571468,-4.4
826,South Eastern Melbourne,Narre Warren,3 bedroom flats,400.0,386.68,-13.319999999999991,-3.33
827,South Eastern Melbourne,Hampton Park,3 bedroom flats,400.0,386.68,-13.319999999999991,-3.33
828,South Eastern Melbourne,Noble Park,3 bedroom flats,410.0,394.75,-15.25,-3.72
829,South Eastern Melbourne,Pakenham,3 bedroom flats,378.0,350.02,-27.980000000000015,-7.4
830,South Eastern Melbourne,Springvale,3 bedroom flats,458.0,440.98,-17.019999999999982,-3.72
831,Mornington Peninsula,Dromana,3 bedroom flats,520.0,502.1,-17.899999999999977,-3.44
832,Mornington Peninsula,Portsea,3 bedroom flats,520.0,502.1,-17.899999999999977,-3.44
833,Mornington Peninsula,Frankston,3 bedroom flats,450.0,445.5,-4.5,-1.0
834,Mornington Peninsula,Hastings,3 bedroom flats,460.0,454.5,-5.5,-1.2
835,Mornington Peninsula,Flinders,3 bedroom flats,460.0,454.5,-5.5,-1.2
836,Mornington Peninsula,Mount Eliza,3 bedroom flats,560.0,556.58,-3.419999999999959,-0.61
837,Mornington Peninsula,Mornington,3 bedroom flats,560.0,556.58,-3.419999999999959,-0.61
838,Mornington Peninsula,Mount Martha,3 bedroom flats,560.0,556.58,-3.419999999999959,-0.61
839,Mornington Peninsula,Seaford,3 bedroom flats,450.0,432.59,-17.410000000000025,-3.87
840,Mornington Peninsula,Carrum Downs,3 bedroom flats,450.0,432.59,-17.410000000000025,-3.87
841,Geelong,Belmont,3 bedroom flats,450.0,435.5,-14.5,-3.22
842,Geelong,Grovedale,3 bedroom flats,450.0,435.5,-14.5,-3.22
843,Geelong,Corio,3 bedroom flats,380.0,Insufficient Data for Forecast,0.0,0.0
844,Geelong,Geelong,3 bedroom flats,450.0,390.62666666666667,-59.373333333333335,-13.19
845,Geelong,Newcomb,3 bedroom flats,450.0,390.62666666666667,-59.373333333333335,-13.19
846,Geelong,Herne Hill,3 bedroom flats,490.0,Insufficient Data for Forecast,0.0,0.0
847,Geelong,Geelong West,3 bedroom flats,490.0,Insufficient Data for Forecast,0.0,0.0
848,Geelong,Lara,3 bedroom flats,410.0,Insufficient Data for Forecast,0.0,0.0
849,Geelong,Newtown,3 bedroom flats,490.0,Insufficient Data for Forecast,0.0,0.0
850,Geelong,North Geelong,3 bedroom flats,440.0,Insufficient Data for Forecast,0.0,0.0
851,Ballarat,Ballarat Central,3 bedroom flats,360.0,357.76,-2.240000000000009,-0.62
852,Ballarat,Mount Clear,3 bedroom flats,350.0,338.18,-11.819999999999991,-3.38
853,Ballarat,Buninyong,3 bedroom flats,350.0,338.18,-11.819999999999991,-3.38
854,Ballarat,Sebastopol,3 bedroom flats,330.0,Insufficient Data for Forecast,0.0,0.0
855,Ballarat,Delacombe,3 bedroom flats,330.0,Insufficient Data for Forecast,0.0,0.0
856,Ballarat,Wendouree,3 bedroom flats,380.0,Insufficient Data for Forecast,0.0,0.0
857,Ballarat,Alfredton,3 bedroom flats,380.0,Insufficient Data for Forecast,0.0,0.0
858,Bendigo,Bendigo,3 bedroom flats,430.0,Insufficient Data for Forecast,0.0,0.0
859,Bendigo,Flora Hill,3 bedroom flats,380.0,373.55,-6.449999999999989,-1.7
860,Bendigo,East Bendigo,3 bedroom flats,380.0,373.55,-6.449999999999989,-1.7
861,Bendigo,Golden Square,3 bedroom flats,380.0,371.86,-8.139999999999986,-2.14
862,Bendigo,Kangaroo Flat,3 bedroom flats,380.0,371.86,-8.139999999999986,-2.14
863,Bendigo,North Bendigo,3 bedroom flats,390.0,Insufficient Data for Forecast,0.0,0.0
864,Other Regional Centres,Bairnsdale,3 bedroom flats,385.0,Insufficient Data for Forecast,0.0,0.0
865,Other Regional Centres,Benalla,3 bedroom flats,,Insufficient Data for Forecast,0.0,
866,Other Regional Centres,Castlemaine,3 bedroom flats,,Insufficient Data for Forecast,0.0,
867,Other Regional Centres,Echuca,3 bedroom flats,390.0,381.99,-8.009999999999991,-2.05
868,Other Regional Centres,Hamilton,3 bedroom flats,,Insufficient Data for Forecast,0.0,
869,Other Regional Centres,Horsham,3 bedroom flats,360.0,Insufficient Data for Forecast,0.0,0.0
870,Other Regional Centres,Mildura,3 bedroom flats,340.0,335.07,-4.930000000000007,-1.45
871,Other Regional Centres,Moe,3 bedroom flats,,Insufficient Data for Forecast,0.0,
872,Other Regional Centres,Newborough,3 bedroom flats,,Insufficient Data for Forecast,0.0,
873,Other Regional Centres,Morwell,3 bedroom flats,300.0,Insufficient Data for Forecast,0.0,0.0
874,Other Regional Centres,Ocean Grove,3 bedroom flats,520.0,504.38,-15.620000000000005,-3.0
875,Other Regional Centres,Barwon Heads,3 bedroom flats,520.0,504.38,-15.620000000000005,-3.0
876,Other Regional Centres,Portland,3 bedroom flats,,Insufficient Data for Forecast,0.0,
877,Other Regional Centres,Sale,3 bedroom flats,410.0,396.66,-13.339999999999977,-3.25
878,Other Regional Centres,Maffra,3 bedroom flats,410.0,396.66,-13.339999999999977,-3.25
879,Other Regional Centres,Seymour,3 bedroom flats,,Insufficient Data for Forecast,0.0,
880,Other Regional Centres,Shepparton,3 bedroom flats,375.0,363.7,-11.300000000000011,-3.01
881,Other Regional Centres,Swan Hill,3 bedroom flats,375.0,Insufficient Data for Forecast,0.0,0.0
882,Other Regional Centres,Torquay,3 bedroom flats,555.0,509.98,-45.01999999999998,-8.11
883,Other Regional Centres,Traralgon,3 bedroom flats,380.0,378.34,-1.660000000000025,-0.44
884,Other Regional Centres,Wangaratta,3 bedroom flats,385.0,Insufficient Data for Forecast,0.0,0.0
885,Other Regional Centres,Warragul,3 bedroom flats,365.0,Insufficient Data for Forecast,0.0,0.0
886,Other Regional Centres,Warrnambool,3 bedroom flats,450.0,436.2,-13.800000000000011,-3.07
887,Other Regional Centres,Wodonga,3 bedroom flats,370.0,363.2,-6.800000000000011,-1.84
888,Inner Melbourne,Albert Park,3 bedroom houses,950.0,947.75,-2.25,-0.24
889,Inner Melbourne,Middle Park,3 bedroom houses,950.0,947.75,-2.25,-0.24
890,Inner Melbourne,St Kilda West,3 bedroom houses,950.0,947.75,-2.25,-0.24
891,Inner Melbourne,Armadale,3 bedroom houses,850.0,896.41,46.40999999999997,5.46
892,Inner Melbourne,Carlton North,3 bedroom houses,775.0,764.75,-10.25,-1.32
893,Inner Melbourne,Carlton,3 bedroom houses,775.0,767.0475,-7.952499999999986,-1.03
894,Inner Melbourne,Parkville,3 bedroom houses,775.0,767.0475,-7.952499999999986,-1.03
895,Inner Melbourne,Melbourne,3 bedroom houses,,Insufficient Data for Forecast,0.0,
896,Inner Melbourne,St Kilda,3 bedroom houses,,Insufficient Data for Forecast,0.0,
897,Inner Melbourne,Collingwood,3 bedroom houses,790.0,790.46,0.4600000000000364,0.06
898,Inner Melbourne,Abbotsford,3 bedroom houses,790.0,790.46,0.4600000000000364,0.06
899,Inner Melbourne,Docklands,3 bedroom houses,,Insufficient Data for Forecast,0.0,
900,Inner Melbourne,East Melbourne,3 bedroom houses,1000.0,Insufficient Data for Forecast,0.0,0.0
901,Inner Melbourne,St Kilda East,3 bedroom houses,710.0,734.45,24.450000000000045,3.44
902,Inner Melbourne,Elwood,3 bedroom houses,900.0,822.76,-77.24000000000001,-8.58
903,Inner Melbourne,Fitzroy,3 bedroom houses,877.0,867.48,-9.519999999999982,-1.09
904,Inner Melbourne,Fitzroy North,3 bedroom houses,800.0,753.0,-47.0,-5.88
905,Inner Melbourne,Clifton Hill,3 bedroom houses,800.0,753.0,-47.0,-5.88
906,Inner Melbourne,Flemington,3 bedroom houses,640.0,635.22,-4.779999999999973,-0.75
907,Inner Melbourne,Kensington,3 bedroom houses,640.0,635.22,-4.779999999999973,-0.75
908,Inner Melbourne,North Melbourne,3 bedroom houses,685.0,686.29,1.2899999999999636,0.19
909,Inner Melbourne,West Melbourne,3 bedroom houses,685.0,686.29,1.2899999999999636,0.19
910,Inner Melbourne,Port Melbourne,3 bedroom houses,800.0,803.8683333333333,3.8683333333333394,0.48
911,Inner Melbourne,Prahran,3 bedroom houses,825.0,788.15,-36.85000000000002,-4.47
912,Inner Melbourne,Windsor,3 bedroom houses,825.0,788.15,-36.85000000000002,-4.47
913,Inner Melbourne,Richmond,3 bedroom houses,800.0,797.0,-3.0,-0.38
914,Inner Melbourne,Burnley,3 bedroom houses,800.0,797.0,-3.0,-0.38
915,Inner Melbourne,South Melbourne,3 bedroom houses,850.0,847.025,-2.9750000000000227,-0.35
916,Inner Melbourne,South Yarra,3 bedroom houses,910.0,890.6416666666665,-19.358333333333466,-2.13
917,Inner Melbourne,Southbank,3 bedroom houses,,Insufficient Data for Forecast,0.0,
918,Inner Melbourne,St Kilda,3 bedroom houses,778.0,764.27,-13.730000000000018,-1.76
919,Inner Melbourne,Toorak,3 bedroom houses,1000.0,985.8768333333335,-14.12316666666652,-1.41
920,Inner Eastern Melbourne,Balwyn,3 bedroom houses,590.0,586.3,-3.7000000000000455,-0.63
921,Inner Eastern Melbourne,Blackburn,3 bedroom houses,470.0,463.24,-6.759999999999991,-1.44
922,Inner Eastern Melbourne,Box Hill,3 bedroom houses,490.0,480.57,-9.430000000000009,-1.92
923,Inner Eastern Melbourne,Bulleen,3 bedroom houses,500.0,497.5,-2.5,-0.5
924,Inner Eastern Melbourne,Templestowe,3 bedroom houses,500.0,497.5,-2.5,-0.5
925,Inner Eastern Melbourne,Doncaster,3 bedroom houses,500.0,497.5,-2.5,-0.5
926,Inner Eastern Melbourne,Burwood,3 bedroom houses,510.0,504.54,-5.45999999999998,-1.07
927,Inner Eastern Melbourne,Ashburton,3 bedroom houses,510.0,504.54,-5.45999999999998,-1.07
928,Inner Eastern Melbourne,Camberwell,3 bedroom houses,695.0,693.15,-1.8500000000000227,-0.27
929,Inner Eastern Melbourne,Glen Iris,3 bedroom houses,695.0,693.15,-1.8500000000000227,-0.27
930,Inner Eastern Melbourne,Canterbury,3 bedroom houses,690.0,646.62,-43.38,-6.29
931,Inner Eastern Melbourne,Surrey Hills,3 bedroom houses,690.0,646.62,-43.38,-6.29
932,Inner Eastern Melbourne,Mont Albert,3 bedroom houses,690.0,646.62,-43.38,-6.29
933,Inner Eastern Melbourne,Chadstone,3 bedroom houses,465.0,465.0666666666667,0.0666666666667197,0.01
